,date,work,composer
33793,1988-04-18,Armida,Antonín Dvořák
33794,1988-04-20,The Kiss,Bedřich Smetana
33795,1988-04-22,Ariane,Bohuslav Martinů
33796,1988-04-22,Oedipus Rex,Igor Stravinskij
33797,1988-04-23,The Cunning Little Vixen,Leoš Janáček
33798,1988-04-23,Katya Kabanova,Leoš Janáček
33799,1988-04-25,Zuzana Vojířová,Jiří Pauer
33800,1988-04-26,The Magic Flute,Wolfgang Amadeus Mozart
33801,1988-04-29,The Bartered Bride,Bedřich Smetana
33802,1988-05-03,The Magic Flute,Wolfgang Amadeus Mozart
33803,1988-05-06,Dalibor,Bedřich Smetana
33804,1988-05-07,The Secret,Bedřich Smetana
33805,1988-05-07,The Bartered Bride,Bedřich Smetana
33806,1988-05-09,Libuše,Bedřich Smetana
33807,1988-05-14,The Bartered Bride,Bedřich Smetana
33808,1988-05-17,Ariane,Bohuslav Martinů
33809,1988-05-17,Oedipus Rex,Igor Stravinskij
33810,1988-05-18,The Devil’s Wall,Bedřich Smetana
33811,1988-05-21,The Secret,Bedřich Smetana
33812,1988-05-21,The Magic Flute,Wolfgang Amadeus Mozart
33813,1988-05-23,Rusalka,Antonín Dvořák
33814,1988-05-25,Braniboři v Čechách,Bedřich Smetana
33815,1988-05-29,The Secret,Bedřich Smetana
33816,1988-05-29,The Bartered Bride,Bedřich Smetana
33817,1988-05-30,Rusalka,Antonín Dvořák
33818,1988-05-31,Výlety pana Broučka,Leoš Janáček
33819,1988-06-02,Výlety pana Broučka,Leoš Janáček
33820,1988-06-03,Výlety pana Broučka,Leoš Janáček
33821,1988-06-04,The Bartered Bride,Bedřich Smetana
33822,1988-06-07,The Kiss,Bedřich Smetana
33823,1988-06-10,Výlety pana Broučka,Leoš Janáček
33824,1988-06-12,The Bartered Bride,Bedřich Smetana
33825,1988-06-12,The Secret,Bedřich Smetana
33826,1988-06-14,Výlety pana Broučka,Leoš Janáček
33827,1988-06-17,Rusalka,Antonín Dvořák
33828,1988-06-18,The Secret,Bedřich Smetana
33829,1988-06-18,Katya Kabanova,Leoš Janáček
33830,1988-06-21,Výlety pana Broučka,Leoš Janáček
33831,1988-06-22,The Devil’s Wall,Bedřich Smetana
33832,1988-06-25,The Kiss,Bedřich Smetana
33833,1988-06-25,Zuzana Vojířová,Jiří Pauer
33834,1988-07-01,The Magic Flute,Wolfgang Amadeus Mozart
33835,1988-07-03,The Bartered Bride,Bedřich Smetana
33836,1987-09-08,Žvanivý slimejš,Jiří Pauer
33837,1987-10-04,Žvanivý slimejš,Jiří Pauer
33838,1987-10-04,Žvanivý slimejš,Jiří Pauer
33839,1987-10-25,Žvanivý slimejš,Jiří Pauer
33840,1987-10-25,Žvanivý slimejš,Jiří Pauer
33841,1987-11-08,Žvanivý slimejš,Jiří Pauer
33842,1987-11-08,Žvanivý slimejš,Jiří Pauer
33843,1987-11-21,Žvanivý slimejš,Jiří Pauer
33844,1987-11-21,Žvanivý slimejš,Jiří Pauer
33845,1987-11-29,Žvanivý slimejš,Jiří Pauer
33846,1987-11-29,Žvanivý slimejš,Jiří Pauer
33847,1987-12-13,Žvanivý slimejš,Jiří Pauer
33848,1987-12-13,Žvanivý slimejš,Jiří Pauer
33849,1987-12-14,Žvanivý slimejš,Jiří Pauer
33850,1987-12-26,Žvanivý slimejš,Jiří Pauer
33851,1987-12-26,Žvanivý slimejš,Jiří Pauer
33852,1988-01-09,Žvanivý slimejš,Jiří Pauer
33853,1988-01-09,Žvanivý slimejš,Jiří Pauer
33854,1988-02-13,Žvanivý slimejš,Jiří Pauer
33855,1988-02-13,Žvanivý slimejš,Jiří Pauer
33856,1988-02-21,Žvanivý slimejš,Jiří Pauer
33857,1988-02-21,Žvanivý slimejš,Jiří Pauer
33858,1988-03-20,Žvanivý slimejš,Jiří Pauer
33859,1988-03-20,Žvanivý slimejš,Jiří Pauer
33860,1988-03-23,Žvanivý slimejš,Jiří Pauer
33861,1988-04-02,Žvanivý slimejš,Jiří Pauer
33862,1988-04-02,Žvanivý slimejš,Jiří Pauer
33863,1988-04-17,Žvanivý slimejš,Jiří Pauer
33864,1988-04-17,Žvanivý slimejš,Jiří Pauer
33865,1988-05-14,Žvanivý slimejš,Jiří Pauer
33866,1988-06-01,Žvanivý slimejš,Jiří Pauer
33867,1988-06-04,Žvanivý slimejš,Jiří Pauer
33868,1987-09-02,The Kiss,Bedřich Smetana
33869,1987-09-07,La Bohéme,Giacomo Puccini
33870,1987-09-09,Mlčenlivá žena,Richard Strauss
33871,1987-09-11,Don Giovanni,Wolfgang Amadeus Mozart
33872,1987-09-13,Il barbiere di Siviglia,Gioacchino Rossini
33873,1987-09-14,Zásnuby v klášteře,Sergey Prokofiev
33874,1987-09-16,The Greek Passion,Bohuslav Martinů
33875,1987-09-18,Bludný Holanďan,Richard Wagner
33876,1987-09-20,Mlčenlivá žena,Richard Strauss
33877,1987-09-22,Trubadúr,Giuseppe Verdi
33878,1987-09-23,Zásnuby v klášteře,Sergey Prokofiev
33879,1987-09-25,The Jacobin,Antonín Dvořák
33880,1987-09-27,La traviata,Giuseppe Verdi
33881,1987-09-28,Tosca,Giacomo Puccini
33882,1987-09-30,Madama Butterfly,Giacomo Puccini
33883,1987-10-01,La Bohéme,Giacomo Puccini
33884,1987-10-04,The Kiss,Bedřich Smetana
33885,1987-10-04,La traviata,Giuseppe Verdi
33886,1987-10-05,The Jacobin,Antonín Dvořák
33887,1987-10-06,Trubadúr,Giuseppe Verdi
33888,1987-10-08,Bludný Holanďan,Richard Wagner
33889,1987-10-14,Falstaff,Giuseppe Verdi
33890,1987-10-16,Mlčenlivá žena,Richard Strauss
33891,1987-10-18,Il barbiere di Siviglia,Gioacchino Rossini
33892,1987-10-18,Madama Butterfly,Giacomo Puccini
33893,1987-10-19,The Greek Passion,Bohuslav Martinů
33894,1987-10-21,Bludný Holanďan,Richard Wagner
33895,1987-10-22,Don Giovanni,Wolfgang Amadeus Mozart
33896,1987-10-23,Zásnuby v klášteře,Sergey Prokofiev
33897,1987-10-24,Tosca,Giacomo Puccini
33898,1987-10-26,Faust a Markétka,Charles Gounod
33899,1987-10-29,Don Giovanni,Wolfgang Amadeus Mozart
33900,1987-10-30,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33901,1987-11-01,The Devil and Kate,Antonín Dvořák
33902,1987-11-01,Zásnuby v klášteře,Sergey Prokofiev
33903,1987-11-02,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33904,1987-11-04,Madama Butterfly,Giacomo Puccini
33905,1987-11-05,Bludný Holanďan,Richard Wagner
33906,1987-11-06,La traviata,Giuseppe Verdi
33907,1987-11-07,Il barbiere di Siviglia,Gioacchino Rossini
33908,1987-11-07,Eugen Onegin,Pyotr Ilyich Tchaikovsky
33909,1987-11-10,Tosca,Giacomo Puccini
33910,1987-11-11,The Two Widows,Bedřich Smetana
33911,1987-11-12,The Jacobin,Antonín Dvořák
33912,1987-11-13,Il barbiere di Siviglia,Gioacchino Rossini
33913,1987-11-14,The Kiss,Bedřich Smetana
33914,1987-11-14,La traviata,Giuseppe Verdi
33915,1987-11-16,Don Giovanni,Wolfgang Amadeus Mozart
33916,1987-11-17,The Jacobin,Antonín Dvořák
33917,1987-11-18,Bludný Holanďan,Richard Wagner
33918,1987-11-20,Don Giovanni,Wolfgang Amadeus Mozart
33919,1987-11-22,The Kiss,Bedřich Smetana
33920,1987-11-22,The Two Widows,Bedřich Smetana
33921,1987-11-23,Tosca,Giacomo Puccini
33922,1987-11-24,La traviata,Giuseppe Verdi
33923,1987-11-25,The Jacobin,Antonín Dvořák
33924,1987-11-27,Mlčenlivá žena,Richard Strauss
33925,1987-11-29,Il barbiere di Siviglia,Gioacchino Rossini
33926,1987-11-29,Madama Butterfly,Giacomo Puccini
33927,1987-11-30,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33928,1987-12-02,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33929,1987-12-04,Bludný Holanďan,Richard Wagner
33930,1987-12-06,The Kiss,Bedřich Smetana
33931,1987-12-06,The Greek Passion,Bohuslav Martinů
33932,1987-12-07,Don Giovanni,Wolfgang Amadeus Mozart
33933,1987-12-09,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33934,1987-12-13,Trubadúr,Giuseppe Verdi
33935,1987-12-15,Falstaff,Giuseppe Verdi
33936,1987-12-16,The Kiss,Bedřich Smetana
33937,1987-12-17,Eugen Onegin,Pyotr Ilyich Tchaikovsky
33938,1987-12-20,The Kiss,Bedřich Smetana
33939,1987-12-20,Tosca,Giacomo Puccini
33940,1987-12-21,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33941,1987-12-25,The Devil and Kate,Antonín Dvořák
33942,1987-12-25,La traviata,Giuseppe Verdi
33943,1987-12-26,La Bohéme,Giacomo Puccini
33944,1987-12-28,Don Giovanni,Wolfgang Amadeus Mozart
33945,1987-12-29,Il barbiere di Siviglia,Gioacchino Rossini
33946,1987-12-30,The Jacobin,Antonín Dvořák
33947,1987-12-31,Zásnuby v klášteře,Sergey Prokofiev
33948,1988-01-01,The Kiss,Bedřich Smetana
33949,1988-01-03,La traviata,Giuseppe Verdi
33950,1988-01-04,Madama Butterfly,Giacomo Puccini
33951,1988-01-05,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33952,1988-01-08,Tosca,Giacomo Puccini
33953,1988-01-09,The Two Widows,Bedřich Smetana
33954,1988-01-09,Faust a Markétka,Charles Gounod
33955,1988-01-11,Eugen Onegin,Pyotr Ilyich Tchaikovsky
33956,1988-01-13,Don Giovanni,Wolfgang Amadeus Mozart
33957,1988-01-14,Rigoletto,Giuseppe Verdi
33958,1988-01-15,Rigoletto,Giuseppe Verdi
33959,1988-01-16,The Jacobin,Antonín Dvořák
33960,1988-01-16,The Jacobin,Antonín Dvořák
33961,1988-01-19,Bludný Holanďan,Richard Wagner
33962,1988-01-20,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33963,1988-01-21,Rigoletto,Giuseppe Verdi
33964,1988-01-24,Il barbiere di Siviglia,Gioacchino Rossini
33965,1988-01-24,Trubadúr,Giuseppe Verdi
33966,1988-01-25,Rigoletto,Giuseppe Verdi
33967,1988-01-26,Mlčenlivá žena,Richard Strauss
33968,1988-01-28,Zásnuby v klášteře,Sergey Prokofiev
33969,1988-01-31,The Kiss,Bedřich Smetana
33970,1988-01-31,Tosca,Giacomo Puccini
33971,1988-02-01,Madama Butterfly,Giacomo Puccini
33972,1988-02-02,Rigoletto,Giuseppe Verdi
33973,1988-02-03,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33974,1988-02-07,Il barbiere di Siviglia,Gioacchino Rossini
33975,1988-02-07,Trubadúr,Giuseppe Verdi
33976,1988-02-08,Faust a Markétka,Charles Gounod
33977,1988-02-10,Bludný Holanďan,Richard Wagner
33978,1988-02-12,La traviata,Giuseppe Verdi
33979,1988-02-14,Il barbiere di Siviglia,Gioacchino Rossini
33980,1988-02-15,The Jacobin,Antonín Dvořák
33981,1988-02-16,Rigoletto,Giuseppe Verdi
33982,1988-02-17,Don Giovanni,Wolfgang Amadeus Mozart
33983,1988-02-18,The Jacobin,Antonín Dvořák
33984,1988-02-23,The Marriage of Figaro,Wolfgang Amadeus Mozart
33985,1988-02-24,The Marriage of Figaro,Wolfgang Amadeus Mozart
33986,1988-02-25,The Kiss,Bedřich Smetana
33987,1988-02-28,The Two Widows,Bedřich Smetana
33988,1988-02-28,Rigoletto,Giuseppe Verdi
33989,1988-02-29,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
33990,1988-03-01,The Marriage of Figaro,Wolfgang Amadeus Mozart
33991,1988-03-03,Rigoletto,Giuseppe Verdi
33992,1988-03-06,La traviata,Giuseppe Verdi
33993,1988-03-06,Trubadúr,Giuseppe Verdi
33994,1988-03-07,The Marriage of Figaro,Wolfgang Amadeus Mozart
33995,1988-03-08,Don Giovanni,Wolfgang Amadeus Mozart
33996,1988-03-09,Faust a Markétka,Charles Gounod
33997,1988-03-11,The Jacobin,Antonín Dvořák
33998,1988-03-12,La traviata,Giuseppe Verdi
33999,1988-03-14,Rigoletto,Giuseppe Verdi
34000,1988-03-15,The Marriage of Figaro,Wolfgang Amadeus Mozart
34001,1988-03-16,Tosca,Giacomo Puccini
34002,1988-03-17,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34003,1988-03-18,Eugen Onegin,Pyotr Ilyich Tchaikovsky
34004,1988-03-19,The Kiss,Bedřich Smetana
34005,1988-03-21,The Marriage of Figaro,Wolfgang Amadeus Mozart
34006,1988-03-22,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34007,1988-03-25,Tosca,Giacomo Puccini
34008,1988-03-27,Madama Butterfly,Giacomo Puccini
34009,1988-03-27,Trubadúr,Giuseppe Verdi
34010,1988-03-28,Rigoletto,Giuseppe Verdi
34011,1988-03-30,The Marriage of Figaro,Wolfgang Amadeus Mozart
34012,1988-04-01,Tosca,Giacomo Puccini
34013,1988-04-02,The Two Widows,Bedřich Smetana
34014,1988-04-02,Eugen Onegin,Pyotr Ilyich Tchaikovsky
34015,1988-04-05,La traviata,Giuseppe Verdi
34016,1988-04-07,Il barbiere di Siviglia,Gioacchino Rossini
34017,1988-04-08,Brouk Pytlík,Evžen Zámečník
34018,1988-04-10,Brouk Pytlík,Evžen Zámečník
34019,1988-04-11,Tosca,Giacomo Puccini
34020,1988-04-13,Bludný Holanďan,Richard Wagner
34021,1988-04-15,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34022,1988-04-17,Brouk Pytlík,Evžen Zámečník
34023,1988-04-17,Rigoletto,Giuseppe Verdi
34024,1988-04-19,The Marriage of Figaro,Wolfgang Amadeus Mozart
34025,1988-04-20,Don Giovanni,Wolfgang Amadeus Mozart
34026,1988-04-21,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34027,1988-04-24,Brouk Pytlík,Evžen Zámečník
34028,1988-04-25,The Marriage of Figaro,Wolfgang Amadeus Mozart
34029,1988-05-04,Trubadúr,Giuseppe Verdi
34030,1988-05-06,La traviata,Giuseppe Verdi
34031,1988-05-07,Brouk Pytlík,Evžen Zámečník
34032,1988-05-09,The Kiss,Bedřich Smetana
34033,1988-05-10,The Marriage of Figaro,Wolfgang Amadeus Mozart
34034,1988-05-11,Eugen Onegin,Pyotr Ilyich Tchaikovsky
34035,1988-05-12,The Two Widows,Bedřich Smetana
34036,1988-05-13,Bludný Holanďan,Richard Wagner
34037,1988-05-14,La traviata,Giuseppe Verdi
34038,1988-05-14,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34039,1988-05-22,Rigoletto,Giuseppe Verdi
34040,1988-05-23,Trubadúr,Giuseppe Verdi
34041,1988-05-27,Don Giovanni,Wolfgang Amadeus Mozart
34042,1988-05-29,Brouk Pytlík,Evžen Zámečník
34043,1988-05-29,Tosca,Giacomo Puccini
34044,1988-05-30,Madama Butterfly,Giacomo Puccini
34045,1988-06-01,Pikovaya Dama,Pyotr Ilyich Tchaikovsky
34046,1988-06-05,Rigoletto,Giuseppe Verdi
34047,1988-06-06,The Jacobin,Antonín Dvořák
34048,1988-06-07,The Marriage of Figaro,Wolfgang Amadeus Mozart
34049,1988-06-08,La traviata,Giuseppe Verdi
34050,1988-06-09,Eugen Onegin,Pyotr Ilyich Tchaikovsky
34051,1988-06-10,Madama Butterfly,Giacomo Puccini
34052,1988-06-12,Tosca,Giacomo Puccini
34053,1988-06-13,The Marriage of Figaro,Wolfgang Amadeus Mozart
34054,1988-06-14,Trubadúr,Giuseppe Verdi
34055,1988-06-15,Don Giovanni,Wolfgang Amadeus Mozart
34056,1988-06-20,Bludný Holanďan,Richard Wagner
34057,1988-06-24,Il barbiere di Siviglia,Gioacchino Rossini
34058,1988-06-26,Eugen Onegin,Pyotr Ilyich Tchaikovsky
34059,1988-06-27,Brouk Pytlík,Evžen Zámečník
34060,1988-06-27,Rigoletto,Giuseppe Verdi
34061,1988-06-28,Brouk Pytlík,Evžen Zámečník
34062,1988-06-29,Don Giovanni,Wolfgang Amadeus Mozart
34063,1988-06-30,Zásnuby v klášteře,Sergey Prokofiev
34064,1988-07-01,Tosca,Giacomo Puccini
34065,1988-07-03,Madama Butterfly,Giacomo Puccini
34066,1988-09-06,Výlety pana Broučka,Leoš Janáček
34067,1988-09-08,Armida,Antonín Dvořák
34068,1988-09-10,The Secret,Bedřich Smetana
34069,1988-09-12,The Magic Flute,Wolfgang Amadeus Mozart
34070,1988-09-13,The Secret,Bedřich Smetana
34071,1988-09-16,Armida,Antonín Dvořák
34072,1988-09-18,Armida,Antonín Dvořák
34073,1988-09-20,Výlety pana Broučka,Leoš Janáček
34074,1988-09-24,The Bartered Bride,Bedřich Smetana
34075,1988-09-24,Výlety pana Broučka,Leoš Janáček
34076,1988-09-26,Katya Kabanova,Leoš Janáček
34077,1988-09-28,Výlety pana Broučka,Leoš Janáček
34078,1988-10-02,The Kiss,Bedřich Smetana
34079,1988-10-02,Zuzana Vojířová,Jiří Pauer
34080,1988-10-05,Rusalka,Antonín Dvořák
34081,1988-10-06,The Devil’s Wall,Bedřich Smetana
34082,1988-10-08,Katya Kabanova,Leoš Janáček
34083,1988-10-13,Zdravý nemocný,Jiří Pauer
34084,1988-10-14,Libuše,Bedřich Smetana
34085,1988-10-16,The Secret,Bedřich Smetana
34086,1988-10-16,The Bartered Bride,Bedřich Smetana
34087,1988-10-17,Zdravý nemocný,Jiří Pauer
34088,1988-10-19,Zdravý nemocný,Jiří Pauer
34089,1988-10-22,Zdravý nemocný,Jiří Pauer
34090,1988-10-22,The Kiss,Bedřich Smetana
34091,1988-10-26,The Devil’s Wall,Bedřich Smetana
34092,1988-10-28,Libuše,Bedřich Smetana
34093,1988-10-30,The Secret,Bedřich Smetana
34094,1988-10-30,The Secret,Bedřich Smetana
34095,1988-11-03,Zdravý nemocný,Jiří Pauer
34096,1988-11-04,Rusalka,Antonín Dvořák
34097,1988-11-05,The Bartered Bride,Bedřich Smetana
34098,1988-11-10,The Secret,Bedřich Smetana
34099,1988-11-11,The Magic Flute,Wolfgang Amadeus Mozart
34100,1988-11-13,Braniboři v Čechách,Bedřich Smetana
34101,1988-11-13,The Bartered Bride,Bedřich Smetana
34102,1988-11-14,Zdravý nemocný,Jiří Pauer
34103,1988-11-16,Rusalka,Antonín Dvořák
34104,1988-11-17,Libuše,Bedřich Smetana
34105,1988-11-18,Katya Kabanova,Leoš Janáček
34106,1988-11-19,Braniboři v Čechách,Bedřich Smetana
34107,1988-11-21,Zdravý nemocný,Jiří Pauer
34108,1988-11-23,Zuzana Vojířová,Jiří Pauer
34109,1988-11-27,The Bartered Bride,Bedřich Smetana
34110,1988-11-27,Katya Kabanova,Leoš Janáček
34111,1988-12-03,The Bartered Bride,Bedřich Smetana
34112,1988-12-03,The Bartered Bride,Bedřich Smetana
34113,1988-12-06,The Magic Flute,Wolfgang Amadeus Mozart
34114,1988-12-07,Dalibor,Bedřich Smetana
34115,1988-12-08,The Devil’s Wall,Bedřich Smetana
34116,1988-12-09,Dalibor,Bedřich Smetana
34117,1988-12-11,The Bartered Bride,Bedřich Smetana
34118,1988-12-11,Katya Kabanova,Leoš Janáček
34119,1988-12-17,The Secret,Bedřich Smetana
34120,1988-12-17,Katya Kabanova,Leoš Janáček
34121,1988-12-19,The Magic Flute,Wolfgang Amadeus Mozart
34122,1988-12-25,The Secret,Bedřich Smetana
34123,1988-12-25,The Magic Flute,Wolfgang Amadeus Mozart
34124,1988-12-29,Zdravý nemocný,Jiří Pauer
34125,1988-12-31,Rusalka,Antonín Dvořák
34126,1989-01-03,Dalibor,Bedřich Smetana
34127,1989-01-04,Zuzana Vojířová,Jiří Pauer
34128,1989-01-05,Katya Kabanova,Leoš Janáček
34129,1989-01-06,The Devil’s Wall,Bedřich Smetana
34130,1989-01-07,The Bartered Bride,Bedřich Smetana
34131,1989-01-09,Zdravý nemocný,Jiří Pauer
34132,1989-01-13,Ariane,Bohuslav Martinů
34133,1989-01-13,Oedipus Rex,Igor Stravinskij
34134,1989-01-14,The Secret,Bedřich Smetana
34135,1989-01-14,The Magic Flute,Wolfgang Amadeus Mozart
34136,1989-01-20,Ariane,Bohuslav Martinů
34137,1989-01-20,Oedipus Rex,Igor Stravinskij
34138,1989-01-22,The Bartered Bride,Bedřich Smetana
34139,1989-01-23,Zdravý nemocný,Jiří Pauer
34140,1989-01-26,The Devil’s Wall,Bedřich Smetana
34141,1989-01-27,Braniboři v Čechách,Bedřich Smetana
34142,1989-01-29,The Bartered Bride,Bedřich Smetana
34143,1989-01-29,Katya Kabanova,Leoš Janáček
34144,1989-02-04,The Secret,Bedřich Smetana
34145,1989-02-04,Rusalka,Antonín Dvořák
34146,1989-02-06,Rusalka,Antonín Dvořák
34147,1989-02-08,Zdravý nemocný,Jiří Pauer
34148,1989-02-10,Armida,Antonín Dvořák
34149,1989-02-12,The Bartered Bride,Bedřich Smetana
34150,1989-02-12,Braniboři v Čechách,Bedřich Smetana
34151,1989-02-14,Ariane,Bohuslav Martinů
34152,1989-02-14,Oedipus Rex,Igor Stravinskij
34153,1989-02-17,The Secret,Bedřich Smetana
34154,1989-02-18,The Secret,Bedřich Smetana
34155,1989-02-18,The Magic Flute,Wolfgang Amadeus Mozart
34156,1989-02-20,Zdravý nemocný,Jiří Pauer
34157,1989-02-22,Zuzana Vojířová,Jiří Pauer
34158,1989-02-23,Dalibor,Bedřich Smetana
34159,1989-02-25,Katya Kabanova,Leoš Janáček
34160,1989-02-28,Rusalka,Antonín Dvořák
34161,1989-03-01,Zdravý nemocný,Jiří Pauer
34162,1989-03-02,Katya Kabanova,Leoš Janáček
34163,1989-03-04,The Secret,Bedřich Smetana
34164,1989-03-04,The Magic Flute,Wolfgang Amadeus Mozart
34165,1989-03-08,Zdravý nemocný,Jiří Pauer
34166,1989-03-10,Rusalka,Antonín Dvořák
34167,1989-03-12,The Kiss,Bedřich Smetana
34168,1989-03-12,The Kiss,Bedřich Smetana
34169,1989-03-15,The Bartered Bride,Bedřich Smetana
34170,1989-03-18,The Secret,Bedřich Smetana
34171,1989-03-18,The Magic Flute,Wolfgang Amadeus Mozart
34172,1989-03-20,The Devil’s Wall,Bedřich Smetana
34173,1989-03-21,The Secret,Bedřich Smetana
34174,1989-03-26,The Bartered Bride,Bedřich Smetana
34175,1989-03-27,Braniboři v Čechách,Bedřich Smetana
34176,1989-03-28,Ariane,Bohuslav Martinů
34177,1989-03-28,Oedipus Rex,Igor Stravinskij
34178,1989-03-31,The Kiss,Bedřich Smetana
34179,1989-04-01,The Kiss,Bedřich Smetana
34180,1989-04-01,Zdravý nemocný,Jiří Pauer
34181,1989-04-03,The Magic Flute,Wolfgang Amadeus Mozart
34182,1989-04-06,Julietta,Bohuslav Martinů
34183,1989-04-09,The Bartered Bride,Bedřich Smetana
34184,1989-04-09,Julietta,Bohuslav Martinů
34185,1989-04-12,Julietta,Bohuslav Martinů
34186,1989-04-15,The Bartered Bride,Bedřich Smetana
34187,1989-04-15,Julietta,Bohuslav Martinů
34188,1989-04-17,Ariane,Bohuslav Martinů
34189,1989-04-17,Oedipus Rex,Igor Stravinskij
34190,1989-04-19,Výlety pana Broučka,Leoš Janáček
34191,1989-04-23,Katya Kabanova,Leoš Janáček
34192,1989-04-23,The Kiss,Bedřich Smetana
34193,1989-04-24,Armida,Antonín Dvořák
34194,1989-04-25,Braniboři v Čechách,Bedřich Smetana
34195,1989-04-26,The Magic Flute,Wolfgang Amadeus Mozart
34196,1989-04-29,The Secret,Bedřich Smetana
34197,1989-04-29,Rusalka,Antonín Dvořák
34198,1989-05-02,Julietta,Bohuslav Martinů
34199,1989-05-04,Pád Arkuna,Zdeněk Fibich
34200,1989-05-07,The Secret,Bedřich Smetana
34201,1989-05-07,The Bartered Bride,Bedřich Smetana
34202,1989-05-09,Libuše,Bedřich Smetana
34203,1989-05-12,Výlety pana Broučka,Leoš Janáček
34204,1989-05-13,The Bartered Bride,Bedřich Smetana
34205,1989-05-17,Dalibor,Bedřich Smetana
34206,1989-05-19,Výlety pana Broučka,Leoš Janáček
34207,1989-05-21,Katya Kabanova,Leoš Janáček
34208,1989-05-21,Julietta,Bohuslav Martinů
34209,1989-05-23,Ariane,Bohuslav Martinů
34210,1989-05-23,Oedipus Rex,Igor Stravinskij
34211,1989-05-24,The Magic Flute,Wolfgang Amadeus Mozart
34212,1989-05-26,Pád Arkuna,Zdeněk Fibich
34213,1989-05-27,The Kiss,Bedřich Smetana
34214,1989-05-27,Zdravý nemocný,Jiří Pauer
34215,1989-06-01,Dalibor,Bedřich Smetana
34216,1989-06-03,The Secret,Bedřich Smetana
34217,1989-06-03,Výlety pana Broučka,Leoš Janáček
34218,1989-06-06,Ariane,Bohuslav Martinů
34219,1989-06-06,Oedipus Rex,Igor Stravinskij
34220,1989-06-08,Julietta,Bohuslav Martinů
34221,1989-06-09,Rusalka,Antonín Dvořák
34222,1989-06-10,The Kiss,Bedřich Smetana
34223,1989-06-10,Zdravý nemocný,Jiří Pauer
34224,1989-06-15,Výlety pana Broučka,Leoš Janáček
34225,1989-06-16,Katya Kabanova,Leoš Janáček
34226,1989-06-18,The Secret,Bedřich Smetana
34227,1989-06-19,The Bartered Bride,Bedřich Smetana
34228,1989-06-21,The Magic Flute,Wolfgang Amadeus Mozart
